title,author,pdf_url
13076 Ven'kat'eishvara Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331078/13076-Venkateishvara.pdf?sequence=1&isAllowed=y
13074 Baala Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331171/13074-Baala.pdf?sequence=1&isAllowed=y
13106 Shriiraamachan'dra Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330861/13106-Shriiraamachandra.pdf?sequence=1&isAllowed=y
13109 Shan'kara Shatakamu,Shei.kaamuurti Shan'bhulin'ga Kavi,http://www.dli.ernet.in/bitstream/handle/2015/330684/13109-Shankara.pdf?sequence=1&isAllowed=y
13096 Sumatii Shatakamu,Kod'apalli Viiraven'kayya,http://www.dli.ernet.in/bitstream/handle/2015/331182/13096-Sumatii.pdf?sequence=1&isAllowed=y
13105 Madana Janaka Shatakamu,Adapa Appala Svaami,http://www.dli.ernet.in/bitstream/handle/2015/331183/13105-Madana.pdf?sequence=1&isAllowed=y
13108 Shriiraama Shatakamu,Bi.naaraayand-a Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331185/13108-Shriiraama.pdf?sequence=1&isAllowed=y
13107 Jaanakii Naayaka Shatakamu,Maat'uuri Ven'kat'eisha,http://www.dli.ernet.in/bitstream/handle/2015/331184/13107-Jaanakii.pdf?sequence=1&isAllowed=y
13090 Shrii Keishava Shatakamu,Ven'kat'a Subrahmand-ya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331180/13090-Shrii.pdf?sequence=1&isAllowed=y
13086 Han'sayooga Shatakamu,Ven'kat'araamayy,http://www.dli.ernet.in/bitstream/handle/2015/331178/13086-Hansayooga.pdf?sequence=1&isAllowed=y
13123 Han'sataaraavali Lalita Shatakamu,Vishvashaastri,http://www.dli.ernet.in/bitstream/handle/2015/331190/13123-Hansataaraavali.pdf?sequence=1&isAllowed=y
13120 Shrii Krxshhnd-a Shatakamu,Pulugurta Ven'kat'araamaraavu,http://www.dli.ernet.in/bitstream/handle/2015/331079/13120-Shrii.pdf?sequence=1&isAllowed=y
13122 Shrii Yalaman'da Koot'iishvara Shatakamu,Belan'kon'd'a Koot'inaayyadaasu,http://www.dli.ernet.in/bitstream/handle/2015/331189/13122-Shrii.pdf?sequence=1&isAllowed=y
13124 Aan'janeiya Shatakamu,Paraasharan' Narasin'hma Chaaryulu,http://www.dli.ernet.in/bitstream/handle/2015/331191/13124-Aanjaneiya.pdf?sequence=1&isAllowed=y
13121 Suuryanaaraayand-a Shatakamu,Jat'aavallabhula Vein'kat'eishvarulu,http://www.dli.ernet.in/bitstream/handle/2015/331188/13121-Suuryanaaraayand-a.pdf?sequence=1&isAllowed=y
13119 Shrii Siddeishvara Shatakamu,Kot'ayaakhya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331187/13119-Shrii.pdf?sequence=1&isAllowed=y
13118 Raamabhadra Shatakamu,Balivaad'a Shin'haachalan' Pat'nayak,http://www.dli.ernet.in/bitstream/handle/2015/331778/13118-Raamabhadra.pdf?sequence=1&isAllowed=y
13116 Niran'janasiisa Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330863/13116-Niranjanasiisa.pdf?sequence=1&isAllowed=y
13113 Shrii Aan'janeiya Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330862/13113-Shrii.pdf?sequence=1&isAllowed=y
13110 Shrii Vein'kat'eishvara Shatakamu,Man'dhaa Raayud'u Shatakamu,http://www.dli.ernet.in/bitstream/handle/2015/331186/13110-Shrii.pdf?sequence=1&isAllowed=y
13094 Rukminii Kalyaanamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330860/13094-Rukminii.pdf?sequence=1&isAllowed=y
13087 Shriibaalakrxahhnd-a Shatakamu,Pat't'abhi Raamayya,http://www.dli.ernet.in/bitstream/handle/2015/331179/13087-Shriibaalakrxahhnd-a.pdf?sequence=1&isAllowed=y
13137 Raamalin'geishvara,Tat'avarti Suurynaaraayand-a Muurti,http://www.dli.ernet.in/bitstream/handle/2015/331782/13137-Raamalingeishvara.pdf?sequence=1&isAllowed=y
13131 Shriiraamachan'dra Shtakamu,Je.ran'gasvaami Red'd'i,http://www.dli.ernet.in/bitstream/handle/2015/331196/13131-Shriiraamachandra.pdf?sequence=1&isAllowed=y
13134 Shriiaaluurukona Ran'ganaayaka Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331197/13134-Shriiaaluurukona.pdf?sequence=1&isAllowed=y
13136 Tryan'bakeishvara Shatakamu,Keisana Palli Laqs-mana Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331780/13136-Tryanbakeishvara.pdf?sequence=1&isAllowed=y
13126 Kaashivishvanaada Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331193/13126-Kaashivishvanaada.pdf?sequence=1&isAllowed=y
13133 Hari Shatakamu,Bhumidimarri Raamachan'dramuurti,http://www.dli.ernet.in/bitstream/handle/2015/331779/13133-Hari.pdf?sequence=1&isAllowed=y
13130 Sumatiishatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331195/13130-Sumatiishatakamu.pdf?sequence=1&isAllowed=y
13129 Ven'kat'eishvarashatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330865/13129-Venkateishvarashatakamu.pdf?sequence=1&isAllowed=y
13127 Shatakabaratamu,Pasipaat'i Soomayya,http://www.dli.ernet.in/bitstream/handle/2015/331194/13127-Shatakabaratamu.pdf?sequence=1&isAllowed=y
13128 Krxshhnd-a Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330864/13128-Krxshhnd-a.pdf?sequence=1&isAllowed=y
13141 Maheishvara Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331198/13141-Maheishvara.pdf?sequence=1&isAllowed=y
13156 Shrii Koodan'd'araama Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330866/13156-Shrii.pdf?sequence=1&isAllowed=y
13155 Shrii Kaan'chi Varadaraaju Shatakamu,Alluuri Raajeishvara Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331788/13155-Shrii.pdf?sequence=1&isAllowed=y
13159 Shrii Raamaa Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330867/13159-Shrii.pdf?sequence=1&isAllowed=y
13154 Shrii Ven'kat'eishvara Shatakamu,Heijiibu Vein'kat'araavu,http://www.dli.ernet.in/bitstream/handle/2015/331787/13154-Shrii.pdf?sequence=1&isAllowed=y
13157 Vat't'imaaya Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331789/13157-Vattimaaya.pdf?sequence=1&isAllowed=y
13151 Bhat't'i Vikramaarkeishvara Shatakamu,Kal'luuri Daasayya Pan'tulu,http://www.dli.ernet.in/bitstream/handle/2015/331786/13151-Bhatti.pdf?sequence=1&isAllowed=y
13146 Shrii Veinugoopaala Krxshhnd-a Shatakamu,Juut'uuru Laqs-mi Narasin'hmayya,http://www.dli.ernet.in/bitstream/handle/2015/331784/13146-Shrii.pdf?sequence=1&isAllowed=y
13147 Shrii Shataka Bhagavatamu,Pisipaat'i Soomayya,http://www.dli.ernet.in/bitstream/handle/2015/331785/13147-Shrii.pdf?sequence=1&isAllowed=y
13145 Shrii Shivashan'kara Shatakamu,Goorasa Appalaachaaryulu,http://www.dli.ernet.in/bitstream/handle/2015/331783/13145-Shrii.pdf?sequence=1&isAllowed=y
13161 Chennakeishava Shatakamu,Ji Krxshhnd-amuurti,http://www.dli.ernet.in/bitstream/handle/2015/331790/13161-Chennakeishava.pdf?sequence=1&isAllowed=y
13167 Nara Sin'ha Shaastri,Bhaaskaruni Viira Raaghava Raavu,http://www.dli.ernet.in/bitstream/handle/2015/331798/13167-Nara.pdf?sequence=1&isAllowed=y
13170 Shriiraama Shatakamu,Kaashibhat't'a Subbayya Shaastri,http://www.dli.ernet.in/bitstream/handle/2015/331801/13170-Shriiraama.pdf?sequence=1&isAllowed=y
13166 Shrii Ran'ga Shatakamu,Naaraayand-a Daasu,http://www.dli.ernet.in/bitstream/handle/2015/331797/13166-Shrii.pdf?sequence=1&isAllowed=y
13165 Brahmaanan'da Shatakamu,Pookala Narasin'hmaaraavu,http://www.dli.ernet.in/bitstream/handle/2015/331796/13165-Brahmaananda.pdf?sequence=1&isAllowed=y
13169 Shrii Ven'kat'eishvara Shatakamu,Ven'paraala Suuryanaaraayand-a Shaastri,http://www.dli.ernet.in/bitstream/handle/2015/331800/13169-Shrii.pdf?sequence=1&isAllowed=y
13168 Shrii Shanaishchara Shatakamu,Veilamuuri Jaanaki Raama Muurti,http://www.dli.ernet.in/bitstream/handle/2015/331799/13168-Shrii.pdf?sequence=1&isAllowed=y
13162 Shrii Hara Shatakamu,Kaviraat't'u Hanumatkavi,http://www.dli.ernet.in/bitstream/handle/2015/331791/13162-Shrii.pdf?sequence=1&isAllowed=y
13163 Raghva Shatakamu,Janaman'chi Siitaaraama Shvami,http://www.dli.ernet.in/bitstream/handle/2015/331794/13163-Raghva.pdf?sequence=1&isAllowed=y
13164 Niilakan't'eishvara Shatakamu,Mallayya,http://www.dli.ernet.in/bitstream/handle/2015/331795/13164-Niilakanteishvara.pdf?sequence=1&isAllowed=y
13191sumatii Shatakamu,Durbasubramand-ya Shaastri,http://www.dli.ernet.in/bitstream/handle/2015/331202/13191sumatii-Shatakamu.pdf?sequence=1&isAllowed=y
13193 Gajavihaaramu,Siitaaraamaan'janeiya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331808/13193-Gajavihaaramu.pdf?sequence=1&isAllowed=y
13189 Maanasoodboodhaka Shatakamu,Satyavoolu Subbaraavu,http://www.dli.ernet.in/bitstream/handle/2015/331201/13189-Maanasoodboodhaka.pdf?sequence=1&isAllowed=y
13192 Shivaraamakrxshhnd-a Shatakamu,Gummaluuru Narasin'hma Shaastri,http://www.dli.ernet.in/bitstream/handle/2015/331807/13192-Shivaraamakrxshhnd-a.pdf?sequence=1&isAllowed=y
13187 Shrii Gaayatristavaashht'oottara,Pusapaat'i Ran'ganaayakamaatya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331803/13187-Shrii.pdf?sequence=1&isAllowed=y
13188 Shrii Ven'kat'eishvara Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331805/13188-Shrii.pdf?sequence=1&isAllowed=y
13190 Bhadraadri Raamachan'draa Shatakamu,Bhallaraamachan'draa Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331806/13190-Bhadraadri.pdf?sequence=1&isAllowed=y
13184 Gauripati Shatakamu,Mabagaapu Krxshhnd-a Muurti,http://www.dli.ernet.in/bitstream/handle/2015/331200/13184-Gauripati.pdf?sequence=1&isAllowed=y
13185 Dasharadhii Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/331802/13185-Dasharadhii.pdf?sequence=1&isAllowed=y
13182 Shriiraama Shatakamu,Chirudu Raaju Ven'kat'a Subbaaraaju,http://www.dli.ernet.in/bitstream/handle/2015/331199/13182-Shriiraama.pdf?sequence=1&isAllowed=y
13211 Sarveishvara Shatakamu,Brahmashrii Aanan'da Svaamulu,http://www.dli.ernet.in/bitstream/handle/2015/331206/13211-Sarveishvara.pdf?sequence=1&isAllowed=y
13213 Koodan'd'araama Shaatakamu,Prattipaat'ii Mukeishvara Raavu,http://www.dli.ernet.in/bitstream/handle/2015/331208/13213-Koodandaraama.pdf?sequence=1&isAllowed=y
13214 Ven'kat'aachala Ramand-a Shatakamu,Pappu Mallikaarjuna Raavu,http://www.dli.ernet.in/bitstream/handle/2015/331209/13214-Venkataachala.pdf?sequence=1&isAllowed=y
13194 In'diraa Shatakamu,Goovardanan' Shriiran'gaa Chaaryulu,http://www.dli.ernet.in/bitstream/handle/2015/331204/13194-Indiraa.pdf?sequence=1&isAllowed=y
13215 Raaghava Shatakamu,Tuumu Sheishayya Gaaru,http://www.dli.ernet.in/bitstream/handle/2015/331210/13215-Raaghava.pdf?sequence=1&isAllowed=y
13210 Shrii Sarvaman'gal'a Shatakamu,Ven'kat'rama Naamadeiya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/331080/13210-Shrii.pdf?sequence=1&isAllowed=y
13212 Shrii Bhaaskara Shtakamu,Khan'd'avilli Ven'kat'aachaarya,http://www.dli.ernet.in/bitstream/handle/2015/331207/13212-Shrii.pdf?sequence=1&isAllowed=y
13204 Gaan'dhiiniiti Shatakamu,Digavalli Suuryanaaraayand-a Shaarma,http://www.dli.ernet.in/bitstream/handle/2015/331205/13204-Gaandhiiniiti.pdf?sequence=1&isAllowed=y
13199 Shrii Tirumalaven'kat'eishvara Shatakamu,Tvarakavi Maalen'koon'd'araayud'u,http://www.dli.ernet.in/bitstream/handle/2015/331810/13199-Shrii.pdf?sequence=1&isAllowed=y
13541 Aapadbaan' Dhava Shataka Muv,Gannavarapu Ven'kat'araayakavi,http://www.dli.ernet.in/bitstream/handle/2015/330623/13541-Aapadbaan.pdf?sequence=1&isAllowed=y
13540 Lookanaayaka Shatakamu,Shrii Aadibhat't'a Raamamuurti,http://www.dli.ernet.in/bitstream/handle/2015/331828/13540-Lookanaayaka.pdf?sequence=1&isAllowed=y
13544 Shrii Shan'kara Shatakamu,Shrii Sachchidaanan'dayoogikrutamu,http://www.dli.ernet.in/bitstream/handle/2015/331832/13544-Shrii.pdf?sequence=1&isAllowed=y
13227 Bhiimeisha Shatakamu,Deivarakon'd'a Anan'ta Raavu,http://www.dli.ernet.in/bitstream/handle/2015/331813/13227-Bhiimeisha.pdf?sequence=1&isAllowed=y
13538 Shrii Jaanakiipatiishatakamuv,Shrii Maand- Shrun'gaaran' Ayyamaachaarya,http://www.dli.ernet.in/bitstream/handle/2015/331831/13538-Shrii.pdf?sequence=1&isAllowed=y
13539 Shriiramaamanooharashatakamu,Pod'ichet'i Naaraayand-araavu,http://www.dli.ernet.in/bitstream/handle/2015/330622/13539-Shriiramaamanooharashatakamu.pdf?sequence=1&isAllowed=y
13225 Shrii Nad'igad'd' Puraan'janeiya Shatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330868/13225-Shrii.pdf?sequence=1&isAllowed=y
13218 Goopaala Shatakamu,Satyavoolu Subbaaraavu,http://www.dli.ernet.in/bitstream/handle/2015/331812/13218-Goopaala.pdf?sequence=1&isAllowed=y
13196 Shrii Baalagoopaala Shatakamu,Soomayaajamaatyakavi,http://www.dli.ernet.in/bitstream/handle/2015/331809/13196-Shrii.pdf?sequence=1&isAllowed=y
1979 January Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497980/1979JanuarySapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 August Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497977/1979AugustSapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 February Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497979/1979FebruarySapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 July Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497981/1979JulySapthagiritelugu.pdf?sequence=1&isAllowed=y
13217 Putra Shatakamu,Jilakara Raamayya,http://www.dli.ernet.in/bitstream/handle/2015/331211/13217-Putra.pdf?sequence=1&isAllowed=y
13216 Raaghaveishvara Shatakamu,Saamaveidula Vein'kat'ashaastri,http://www.dli.ernet.in/bitstream/handle/2015/331811/13216-Raaghaveishvara.pdf?sequence=1&isAllowed=y
1979 April Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497975/1979AprilSapthagiritelugu.pdf?sequence=1&isAllowed=y
,C. Vijayalaxmi,http://www.dli.ernet.in/bitstream/handle/2015/393856/1516-Shatabdala.pdf?sequence=1&isAllowed=y
"18,19 Shatabdalalo Vacchina Nutana Ardhika Rajakeeya Pokadalu",Dr.k.s.s.sheshan,http://www.dli.ernet.in/bitstream/handle/2015/391312/1819-SHATABDALALO.pdf?sequence=1&isAllowed=y
1857 Tirugubatu,Hari Purushothama Rao,http://www.dli.ernet.in/bitstream/handle/2015/385081/1857-Tirugubatu.pdf?sequence=1&isAllowed=y
1979 December Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497978/1979DecemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 May Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497984/1979MaySapthagiritelugu.pdf?sequence=1&isAllowed=y
1857 Puurvaran'gamulu,Digavalli Vein'kat'a Shivaraavu,http://www.dli.ernet.in/bitstream/handle/2015/491419/1857-puurvarangamulu.pdf?sequence=1&isAllowed=y
1979 November Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497985/1979NovemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 March Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497983/1979MarchSapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 June Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497982/1979JuneSapthagiritelugu.pdf?sequence=1&isAllowed=y
1983 February Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497993/1983FebruarySapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 December Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497992/1983DecemberSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 April Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497990/1983AprilSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 August Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497991/1983AugustSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 January Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497994/1983JanuarySapthagiriTelugu.pdf?sequence=1&isAllowed=y
1984 August Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498004/1984AugustSapthagiritelugu.pdf?sequence=1&isAllowed=y
1983 October Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498001/1983OctoberSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1984 April Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498003/1984AprilSapthagiritelugu.pdf?sequence=1&isAllowed=y
1983 September Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498002/1983SeptemberSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 November Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498000/1983NovemberSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 May Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497998/1983MaySapthagiriTelugu.pdf?sequence=1&isAllowed=y
1979 October Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497986/1979OctoberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1979 September Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497989/1979SeptemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1983 June Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497996/1983JuneSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1983 July Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497995/1983JulySapthagiriTelugu.pdf?sequence=1&isAllowed=y
1984 September Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498015/1984SeptemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 May Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498012/1984MaySapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 March Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498011/1984MarchSapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 July Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498008/1984JulySapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 February Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498006/1984FebruarySapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 June Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498009/1984JuneSapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 January Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498007/1984JanuarySapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 December Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498005/1984DecemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 March Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498024/1994MarchSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 Kathaa Samiiqs-a,Veidagiri Raan'baabu,http://www.dli.ernet.in/bitstream/handle/2015/491636/1994-kathaa.pdf?sequence=1&isAllowed=y
1994 Kadhaa Samiiqs-a,Veidagiri Raan'baabu,http://www.dli.ernet.in/bitstream/handle/2015/497168/1994-kadhaa.pdf?sequence=1&isAllowed=y
1994 April Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498016/1994AprilSapthagiritelugu.pdf?sequence=1&isAllowed=y
1984 November Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498013/1984NovemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1983 March Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/497997/1983MarchSapthagiriTelugu.pdf?sequence=1&isAllowed=y
1984 October Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498014/1984OctoberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 June Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498023/1994JuneSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 July Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498022/1994JulySapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 January Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498020/1994JanuarySapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 July Sapthagiri Telugu,1994_august_sapthagiri,http://www.dli.ernet.in/bitstream/handle/2015/498017/1994JulySapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 December Sapthagiri Telugu,1994_august_sapthagiri,http://www.dli.ernet.in/bitstream/handle/2015/498018/1994DecemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 May Sapthagiri Telugu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/498025/1994MaySapthagiritelugu.pdf?sequence=1&isAllowed=y
A Collection Of The Inscriptions On Copper Plates And Stones,V Venugopaul Chetty,http://www.dli.ernet.in/bitstream/handle/2015/489049/A-collection.pdf?sequence=1&isAllowed=y
A Collections Of Official Documents In The Telugu Language,Lane T G M,http://www.dli.ernet.in/bitstream/handle/2015/333049/A-Collections.pdf?sequence=1&isAllowed=y
1997 Telugu Kathaasamiiqs-a,Veidagiri Raan'baabu,http://www.dli.ernet.in/bitstream/handle/2015/491637/1997-telugu.pdf?sequence=1&isAllowed=y
8mukthavali Natakamu,D Krihanama Charlu,http://www.dli.ernet.in/bitstream/handle/2015/328614/8mukthavali-Natakamu.pdf?sequence=1&isAllowed=y
1994 Telugu Kada Sameeksha,V.rambabu,http://www.dli.ernet.in/bitstream/handle/2015/393857/1994-Telugu.pdf?sequence=1&isAllowed=y
1994 September Sapthagiri Telugu,1994_august_sapthagiri,http://www.dli.ernet.in/bitstream/handle/2015/498028/1994SeptemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1994 November Sapthagiri Telugu,1994_august_sapthagiri,http://www.dli.ernet.in/bitstream/handle/2015/498026/1994NovemberSapthagiritelugu.pdf?sequence=1&isAllowed=y
1997 Telugu Katha Sameeksha,Vedagiri Rambabu,http://www.dli.ernet.in/bitstream/handle/2015/391313/1997-TELUGU.pdf?sequence=1&isAllowed=y
A Descriptive Catalogue Of The Telugu Manuscripts,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/389788/A-Descriptive.pdf?sequence=1&isAllowed=y
A Dictionary Of Aare Language,Pervaram Jagnnadham,http://www.dli.ernet.in/bitstream/handle/2015/489007/A-Dictionary.pdf?sequence=1&isAllowed=y
A Descriptive Catalogue Of The Telugu Manuscripts Vol Xii,T.chandrasekharan,http://www.dli.ernet.in/bitstream/handle/2015/330329/A-Descriptive.pdf?sequence=1&isAllowed=y
A Descriptive Catalogue Of The Telugu Manuscripts,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/388927/A-Descriptive.pdf?sequence=1&isAllowed=y
1994 October Sapthagiri Telugu,1994_august_sapthagiri,http://www.dli.ernet.in/bitstream/handle/2015/498027/1994OctoberSapthagiritelugu.pdf?sequence=1&isAllowed=y
A Descriptive Catalogue Of The Telugu Manuscripts,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/393858/A-Descriptive.pdf?sequence=1&isAllowed=y
A Descriptive Catalogue Of The Sanskrit Manuscripts,P_p_s_shastri,http://www.dli.ernet.in/bitstream/handle/2015/328459/A-Descriptive.pdf?sequence=1&isAllowed=y
A Descriptive Cataloge Of The Telugu Manuscripts,P.subramanya Sastri,http://www.dli.ernet.in/bitstream/handle/2015/373510/A-Descriptive.pdf?sequence=1&isAllowed=y
A Descriprive Catalogue Of The Telugu Manuscripts,Waltair,http://www.dli.ernet.in/bitstream/handle/2015/328348/A-Descriprive.pdf?sequence=1&isAllowed=y
A Critical Analysis On Ravi Sastry Novels,Dr T Sri Krishna,http://www.dli.ernet.in/bitstream/handle/2015/497570/A-Critical.pdf?sequence=1&isAllowed=y
A Dictionary Of Conjucation Of Verbs,Yerra Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/389149/A-Dictionary.pdf?sequence=1&isAllowed=y
A Guide For Primary Agricultural Co-operative Credit Societies,A.s.raju,http://www.dli.ernet.in/bitstream/handle/2015/389808/A-GUIDE.pdf?sequence=1&isAllowed=y
A Guide For Primary Agricultural Co-operative Credit Societies,A.s.raju,http://www.dli.ernet.in/bitstream/handle/2015/389371/A-Guide.pdf?sequence=1&isAllowed=y
A Fool His Family,Vishnubatla Subramanyeshwa,http://www.dli.ernet.in/bitstream/handle/2015/389260/A-Fool.pdf?sequence=1&isAllowed=y
A FOOL AND HIS FAMILY,Vishnubatla Subramanyeshwa,http://www.dli.ernet.in/bitstream/handle/2015/373638/A-Fool.pdf?sequence=1&isAllowed=y
A Fool & His Family,Vishnubatla Subramanyeshwa,http://www.dli.ernet.in/bitstream/handle/2015/391348/A-FOOL.pdf?sequence=1&isAllowed=y
A Dictionay Of Importent Abbrevations And Other Terms,Mangara Koteswara Rao,http://www.dli.ernet.in/bitstream/handle/2015/393859/A-Dictionay.pdf?sequence=1&isAllowed=y
A Dictionay Of Importent Abbrevations And Other Terms,Mangara Koteswara Rao,http://www.dli.ernet.in/bitstream/handle/2015/389038/A-Dictionay.pdf?sequence=1&isAllowed=y
