title,author,pdf_url
Parishhkaaran',Jaanakiraam,http://www.dli.ernet.in/bitstream/handle/2015/385740/parishhkaaran.pdf?sequence=1&isAllowed=y
Parishattu,Pendyala Venkata Subramanya Shastri,http://www.dli.ernet.in/bitstream/handle/2015/385682/Parishattu.pdf?sequence=1&isAllowed=y
Parishattu,Pendyala Venkata Subramanya Shastri,http://www.dli.ernet.in/bitstream/handle/2015/395198/Parishattu.pdf?sequence=1&isAllowed=y
Parishhkaaran',Jaanakiraam,http://www.dli.ernet.in/bitstream/handle/2015/492584/parishhkaaran.pdf?sequence=1&isAllowed=y
Parishatpustaka Bhandagaaram,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/395197/Parishatpustaka-Bhandagaaram.pdf?sequence=1&isAllowed=y
Parishodana,Nayani Krishnakumari,http://www.dli.ernet.in/bitstream/handle/2015/395199/Parishodana.pdf?sequence=1&isAllowed=y
Pariqs-ittu,Shaastri Subrahmand-ya Vein'kat'a Pen',http://www.dli.ernet.in/bitstream/handle/2015/372277/Pariqs-ittu.pdf?sequence=1&isAllowed=y
Pariseelana,N.krishna Kumari,http://www.dli.ernet.in/bitstream/handle/2015/395196/Pariseelana.pdf?sequence=1&isAllowed=y
Parisaralu-part Ii,Vattikota Ashwaru Swami,http://www.dli.ernet.in/bitstream/handle/2015/392097/PARISARALU-PART-II.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 3 San'chika1,Tirumala Raamachan'dra,http://www.dli.ernet.in/bitstream/handle/2015/373731/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 2 San'chika 3 Aug Nov 1955,Raamachandra Tirumala,http://www.dli.ernet.in/bitstream/handle/2015/370582/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 3 San'chika2,Tirumala Raamachan'dra,http://www.dli.ernet.in/bitstream/handle/2015/373732/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 1 San'chika 5 Dec Jan 1955,Raamachandra Tirumala,http://www.dli.ernet.in/bitstream/handle/2015/370580/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishodhana San'put'i1 San'chika3 Aug-sep 1954,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/370648/Parishodhana-Sanputi1.pdf?sequence=1&isAllowed=y
Parishodhana San'put'i3 San'chika1 Aprl-may 1956,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/370649/Parishodhana-Sanputi3.pdf?sequence=1&isAllowed=y
Parishodana,Nayani Krishnakumari,http://www.dli.ernet.in/bitstream/handle/2015/385693/Parishodana.pdf?sequence=1&isAllowed=y
Parishoodhana San'ut'i 1san'chika 3 Aug Sept 1954,Tirumala Ramachandra,http://www.dli.ernet.in/bitstream/handle/2015/371149/Parishoodhana-Sanuti.pdf?sequence=1&isAllowed=y
Parithyagamu,B.ramadasu,http://www.dli.ernet.in/bitstream/handle/2015/395202/Parithyagamu.pdf?sequence=1&isAllowed=y
Parishoodhana San'ut'i 1san'chika 2 June 1954,Tirumala Ramachandra,http://www.dli.ernet.in/bitstream/handle/2015/371148/Parishoodhana-Sanuti.pdf?sequence=1&isAllowed=y
Parithyaktha,V_lakshamana_murthi,http://www.dli.ernet.in/bitstream/handle/2015/328866/Parithyaktha.pdf?sequence=1&isAllowed=y
Parityaagan,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/371068/Parityaagan.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 2 San'chika 1 Apr May 1955,T Ramachandra,http://www.dli.ernet.in/bitstream/handle/2015/371057/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishatpustaka Bhandagaaram,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/390377/Parishatpustaka-Bhandagaaram.pdf?sequence=1&isAllowed=y
Paritapta Suyodanudu,Banda Subramanyamu,http://www.dli.ernet.in/bitstream/handle/2015/385704/Paritapta-Suyodanudu.pdf?sequence=1&isAllowed=y
Parisramika Hindu Desam,M.sitarama Rqo,http://www.dli.ernet.in/bitstream/handle/2015/395200/Parisramika-Hindu.pdf?sequence=1&isAllowed=y
Paritapta Suyodanudu,Banda Subramanyamu,http://www.dli.ernet.in/bitstream/handle/2015/395201/Paritapta-Suyodanudu.pdf?sequence=1&isAllowed=y
Parishoodhana San'put'i 1 San'chika 7 April May 1955,Raamachandra Tirumala,http://www.dli.ernet.in/bitstream/handle/2015/370581/Parishoodhana-Sanputi.pdf?sequence=1&isAllowed=y
Parishoodhana San'ut'i 1san'chika 4 Oct Nov 1954,Tirumala Ramachandra,http://www.dli.ernet.in/bitstream/handle/2015/371150/Parishoodhana-Sanuti.pdf?sequence=1&isAllowed=y
Parishoodhana Vidhaanan',Es.jayaprakaashh,http://www.dli.ernet.in/bitstream/handle/2015/497515/parishoodhana-vidhaanan.pdf?sequence=1&isAllowed=y
Parivarthana {akamkikalu},Dr. Vasa Prabavathi,http://www.dli.ernet.in/bitstream/handle/2015/392098/PARIVARTHANA-AKAMKIKALU.pdf?sequence=1&isAllowed=y
"Paritapta Suyodanudu,aswaddama",B.subramanyam,http://www.dli.ernet.in/bitstream/handle/2015/395259/Paritapta-SuyodanuduAswaddama.pdf?sequence=1&isAllowed=y
Parivartana,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330943/Parivartana.pdf?sequence=1&isAllowed=y
Parmanandaiah Sishlu,Revalla Suryanarayanamurti,http://www.dli.ernet.in/bitstream/handle/2015/395186/Parmanandaiah-Sishlu.pdf?sequence=1&isAllowed=y
Parmannadha Gurvula Katha,Venkata Narashimah Charryulu,http://www.dli.ernet.in/bitstream/handle/2015/329845/Parmannadha-Gurvula.pdf?sequence=1&isAllowed=y
Parityagamu,Bellamkonda_ramadas,http://www.dli.ernet.in/bitstream/handle/2015/328867/Parityagamu.pdf?sequence=1&isAllowed=y
Parliament Adhikara Bashopasangha Nevedika 1958,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/328871/Parliament-Adhikara.pdf?sequence=1&isAllowed=y
Parkulo Pachapulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/328869/Parkulo-Pachapulu.pdf?sequence=1&isAllowed=y
Parjanyamu,Jnananda Kavi,http://www.dli.ernet.in/bitstream/handle/2015/395203/Parjanyamu.pdf?sequence=1&isAllowed=y
Parivarthanamu,Sri Gonugunta Punnaiah,http://www.dli.ernet.in/bitstream/handle/2015/328868/Parivarthanamu.pdf?sequence=1&isAllowed=y
Parivarthana {akamkikalu},Dr. Vasa Prabavathi,http://www.dli.ernet.in/bitstream/handle/2015/385715/Parivarthana-Akamkikalu.pdf?sequence=1&isAllowed=y
Parvathi Parinaya Natakam,Chilakamarthi Laxminarasimham,http://www.dli.ernet.in/bitstream/handle/2015/392101/PARVATHI-PARINAYA.pdf?sequence=1&isAllowed=y
Parnashala,P.kesavacharya,http://www.dli.ernet.in/bitstream/handle/2015/392099/PARNASHALA.pdf?sequence=1&isAllowed=y
Parvathi Parinaya Natakamu,C. Laxmi Narsimhamu,http://www.dli.ernet.in/bitstream/handle/2015/393333/Parvathi-Parinaya.pdf?sequence=1&isAllowed=y
Parvatheeswara Sathakamu,R.chandra Sekara Sastri,http://www.dli.ernet.in/bitstream/handle/2015/385626/Parvatheeswara-Sathakamu.pdf?sequence=1&isAllowed=y
Parvathi Kalyanamu,Ramanarayan Sharan,http://www.dli.ernet.in/bitstream/handle/2015/392100/PARVATHI-KALYANAMU.pdf?sequence=1&isAllowed=y
Parvathi Parinaya Natakamu,C. Laxmi Narsimhamu,http://www.dli.ernet.in/bitstream/handle/2015/385726/Parvathi-Parinaya.pdf?sequence=1&isAllowed=y
Parvathi Parinaya Natakamu,C. Laxmi Narsimhamu,http://www.dli.ernet.in/bitstream/handle/2015/388987/Parvathi-Parinaya.pdf?sequence=1&isAllowed=y
Party Rahitha Praja Swamikam,Goparaju_ramachandra_rao,http://www.dli.ernet.in/bitstream/handle/2015/329832/Party-Rahitha.pdf?sequence=1&isAllowed=y
Parnashala,P.kesavacharya,http://www.dli.ernet.in/bitstream/handle/2015/395204/Parnashala.pdf?sequence=1&isAllowed=y
Parnashala,Yandamuri Veerendranath,http://www.dli.ernet.in/bitstream/handle/2015/389679/PARNASHALA.pdf?sequence=1&isAllowed=y
Paschatya Bhava Prapamchamu,M.v.n.subbarao,http://www.dli.ernet.in/bitstream/handle/2015/390378/Paschatya-Bhava.pdf?sequence=1&isAllowed=y
Paschatya Sahitya Vimarsa Charitra-siddantalu,Vadali Mandeswara Rao,http://www.dli.ernet.in/bitstream/handle/2015/392102/PASCHATYA-SAHITYA.pdf?sequence=1&isAllowed=y
Paschima Chalukya Rajya Charitra Padhya Kavyamu,Kotha Bhavayya Chowdari,http://www.dli.ernet.in/bitstream/handle/2015/373218/Paschima-Chalukya.pdf?sequence=1&isAllowed=y
Paschatha Vidyavethalu,Satyanarayana_murty,http://www.dli.ernet.in/bitstream/handle/2015/328872/Paschatha-Vidyavethalu.pdf?sequence=1&isAllowed=y
Paschatya Bhava Prapamchamu,M.v.n.subbarao,http://www.dli.ernet.in/bitstream/handle/2015/395207/Paschatya-Bhava.pdf?sequence=1&isAllowed=y
Paryavarana Jeeva Shastramu,"Dr.b.mallaiah, Dr.c.h. Kanaka Rajesham",http://www.dli.ernet.in/bitstream/handle/2015/395206/Paryavarana-Jeeva.pdf?sequence=1&isAllowed=y
Pashani Natakam,Jeevan,http://www.dli.ernet.in/bitstream/handle/2015/328873/Pashani-Natakam.pdf?sequence=1&isAllowed=y
Paschatya Bhava Prapamchamu,M.v.n.subbarao,http://www.dli.ernet.in/bitstream/handle/2015/385748/Paschatya-Bhava.pdf?sequence=1&isAllowed=y
Paryavarana Jeeva Shastramu,"Dr.b.mallaiah, Dr.c.h. Kanaka Rajesham",http://www.dli.ernet.in/bitstream/handle/2015/385737/Paryavarana-Jeeva.pdf?sequence=1&isAllowed=y
Parvathi Parinayamu,Koti Raghunatha Thondaman Mahipaludu,http://www.dli.ernet.in/bitstream/handle/2015/373308/Parvathi-Parinayamu.pdf?sequence=1&isAllowed=y
Pashchaattaapamu,Kurumeil'lavein'kat'araavu,http://www.dli.ernet.in/bitstream/handle/2015/330722/Pashchaattaapamu.pdf?sequence=1&isAllowed=y
Pashchatya Bhava Prapanchamu,M.v.n.subba Rao,http://www.dli.ernet.in/bitstream/handle/2015/393334/Pashchatya-Bhava.pdf?sequence=1&isAllowed=y
Pashchatya Bhava Prapanchamu,M.v.n.subba Rao,http://www.dli.ernet.in/bitstream/handle/2015/388988/Pashchatya-Bhava.pdf?sequence=1&isAllowed=y
Pashchatapam,Dr.g.raja Rao,http://www.dli.ernet.in/bitstream/handle/2015/390352/Pashchatapam.pdf?sequence=1&isAllowed=y
Pashchatapam,Dr.g.raja Rao,http://www.dli.ernet.in/bitstream/handle/2015/395142/Pashchatapam.pdf?sequence=1&isAllowed=y
Pashchatapam,Dr.g.raja Rao,http://www.dli.ernet.in/bitstream/handle/2015/392065/PASHCHATAPAM.pdf?sequence=1&isAllowed=y
Pashchatapam,Dr.g.raja Rao,http://www.dli.ernet.in/bitstream/handle/2015/390351/PASHCHATAPAM.pdf?sequence=1&isAllowed=y
Pashchatya Bhava Prapanchamu,M.v.n.subba Rao,http://www.dli.ernet.in/bitstream/handle/2015/390379/Pashchatya-Bhava.pdf?sequence=1&isAllowed=y
Pashchaattaapamu Okat'avabhaagamu,Naaraayand-araavu,http://www.dli.ernet.in/bitstream/handle/2015/330728/Pashchaattaapamu-Okatavabhaagamu.pdf?sequence=1&isAllowed=y
Pashchaattaapamu,Shrii Raajaa Bhaavayammaaraavu,http://www.dli.ernet.in/bitstream/handle/2015/331717/Pashchaattaapamu.pdf?sequence=1&isAllowed=y
"Pashugrasamulu Patchi Yeruvulu,vanta Cherku Vigaira Jathulu",Goteti Jogiraju,http://www.dli.ernet.in/bitstream/handle/2015/392103/PASHUGRASAMULU-PATCHI.pdf?sequence=1&isAllowed=y
Pashuchikitsaasaaramu,Yeijel'l'a Shriiraamulu Chaudari,http://www.dli.ernet.in/bitstream/handle/2015/371300/Pashuchikitsaasaaramu.pdf?sequence=1&isAllowed=y
Pasu Sastramu,T.r.gopla Rao,http://www.dli.ernet.in/bitstream/handle/2015/385782/Pasu-Sastramu.pdf?sequence=1&isAllowed=y
Pasipillaku Adanapu Aharamu,Dr. Karra Ramesh Reddy,http://www.dli.ernet.in/bitstream/handle/2015/389680/PASIPILLAKU-ADANAPU.pdf?sequence=1&isAllowed=y
Pasu Sastramu,T.r.gopla Rao,http://www.dli.ernet.in/bitstream/handle/2015/395209/Pasu-Sastramu.pdf?sequence=1&isAllowed=y
Pasidi Radham,A.somasundar,http://www.dli.ernet.in/bitstream/handle/2015/395208/Pasidi-Radham.pdf?sequence=1&isAllowed=y
Pashuvaidyavastugund-adiipika,Shriiraamulu Chaudari,http://www.dli.ernet.in/bitstream/handle/2015/492151/pashuvaidyavastugund-adiipika.pdf?sequence=1&isAllowed=y
Pashchatya Bhava Prapanchamu,M.v.n.subba Rao,http://www.dli.ernet.in/bitstream/handle/2015/385760/Pashchatya-Bhava.pdf?sequence=1&isAllowed=y
Pasidi Tera,Nyayapati Raghava Rao,http://www.dli.ernet.in/bitstream/handle/2015/392104/PASIDI-TERA.pdf?sequence=1&isAllowed=y
Pateetha Jeevulu Natakamu,Srinivasa_chakravarthy,http://www.dli.ernet.in/bitstream/handle/2015/328876/Pateetha-Jeevulu.pdf?sequence=1&isAllowed=y
Patantala Yogadarsanam,Arka Somayagi.d,http://www.dli.ernet.in/bitstream/handle/2015/391148/Patantala-Yogadarsanam.pdf?sequence=1&isAllowed=y
Patanjala Yogadarsanam,D.arka_somayaji,http://www.dli.ernet.in/bitstream/handle/2015/385281/PatanjalaYogadarsanam.pdf?sequence=1&isAllowed=y
Patashala Nirvahanamu,Devaraju,http://www.dli.ernet.in/bitstream/handle/2015/328875/Patashala-Nirvahanamu.pdf?sequence=1&isAllowed=y
Patallo Patalu,Dr.nannpaneni Mangadevi,http://www.dli.ernet.in/bitstream/handle/2015/392106/PATALLO-PATALU.pdf?sequence=1&isAllowed=y
,Dr.surya Devara Ravi Kumar,http://www.dli.ernet.in/bitstream/handle/2015/395210/Pasurogalu-Nivaranalu.pdf?sequence=1&isAllowed=y
Patalivi,Malladi Vasundra,http://www.dli.ernet.in/bitstream/handle/2015/395211/Patalivi.pdf?sequence=1&isAllowed=y
Pat't'aabhiraamashatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330783/Pattaabhiraamashatakamu.pdf?sequence=1&isAllowed=y
Pasuvula Divanamu Oohakalpitamina Pedda Kada,Jeorge Arvel,http://www.dli.ernet.in/bitstream/handle/2015/328874/Pasuvula-Divanamu.pdf?sequence=1&isAllowed=y
Pashushaastramu,Raajagoopaalaraavu,http://www.dli.ernet.in/bitstream/handle/2015/333283/Pashushaastramu.pdf?sequence=1&isAllowed=y
Pathamjala Yoga Sastramu,O.y.sri.dorasamaiah,http://www.dli.ernet.in/bitstream/handle/2015/385283/Pathamjala-Yoga.pdf?sequence=1&isAllowed=y
Pati Puuja,Paarvatiishamu Shrii Vooleit'i,http://www.dli.ernet.in/bitstream/handle/2015/371803/Pati-Puuja.pdf?sequence=1&isAllowed=y
Patitapavana,May_subramanya_sastri,http://www.dli.ernet.in/bitstream/handle/2015/329850/Patitapavana.pdf?sequence=1&isAllowed=y
Pat't'aabhiraama Vilaasamu,Naagalin'ga Kavi,http://www.dli.ernet.in/bitstream/handle/2015/372707/Pattaabhiraama-Vilaasamu.pdf?sequence=1&isAllowed=y
Pathya Pathya,Visvanath Sen,http://www.dli.ernet.in/bitstream/handle/2015/395212/Pathya-Pathya.pdf?sequence=1&isAllowed=y
Pathitha Natika,G_maruthirao,http://www.dli.ernet.in/bitstream/handle/2015/328877/Pathitha-Natika.pdf?sequence=1&isAllowed=y
Pathikella Andhra Pradesh,"Nageswara Rao, T.",http://www.dli.ernet.in/bitstream/handle/2015/385284/Pathikella-Andhra.pdf?sequence=1&isAllowed=y
Pathamjala Yoga Sastramu,O Y Dhoraswamayya,http://www.dli.ernet.in/bitstream/handle/2015/385741/Pathamjala-Yoga.pdf?sequence=1&isAllowed=y
Pathitha Jeevulu,Gorky,http://www.dli.ernet.in/bitstream/handle/2015/373485/Pathitha-Jeevulu.pdf?sequence=1&isAllowed=y
Patrika Basha Nagantuvu,Telugu Viswa Vidyalayam,http://www.dli.ernet.in/bitstream/handle/2015/392107/PATRIKA-BASHA.pdf?sequence=1&isAllowed=y
Part 1 and Part 2,Acharya A.Purushottama Rao,http://www.dli.ernet.in/bitstream/handle/2015/395214/0035-192.pdf?sequence=1&isAllowed=y
Patnii Prataapamu Anasuuyaa Naat'akamu,Achyutaraavu Soomaraaju,http://www.dli.ernet.in/bitstream/handle/2015/371966/Patnii-Prataapamu.pdf?sequence=1&isAllowed=y
Patrikaabhaashhaa Nighan'tuvu,Kaachineini Raamaaraavu,http://www.dli.ernet.in/bitstream/handle/2015/489077/patrikaabhaashhaa-nighantuvu.pdf?sequence=1&isAllowed=y
Pathya Pathyam,D.gopalacharyu,http://www.dli.ernet.in/bitstream/handle/2015/385793/Pathya-Pathyam.pdf?sequence=1&isAllowed=y
Pathitha,Namburi_subbaraju,http://www.dli.ernet.in/bitstream/handle/2015/328878/Pathitha.pdf?sequence=1&isAllowed=y
Patrika Basha Nagantuvu,Telugu Viswa Vidyalayam,http://www.dli.ernet.in/bitstream/handle/2015/395213/Patrika-Basha.pdf?sequence=1&isAllowed=y
Pativratalu,Sheishhagiriraavu,http://www.dli.ernet.in/bitstream/handle/2015/331722/Pativratalu.pdf?sequence=1&isAllowed=y
Pativrataa Charitramu,Chandrasekharan T,http://www.dli.ernet.in/bitstream/handle/2015/371234/Pativrataa-Charitramu.pdf?sequence=1&isAllowed=y
Pativratala Kathalu,Pichchayyashaastri,http://www.dli.ernet.in/bitstream/handle/2015/491847/pativratala-kathalu.pdf?sequence=1&isAllowed=y
Pativrata,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/372825/Pativrata.pdf?sequence=1&isAllowed=y
Paust' 1,Vi Yan Sharma,http://www.dli.ernet.in/bitstream/handle/2015/386268/paust-1.pdf?sequence=1&isAllowed=y
Pattu Parisrama -part1&part2,Acharya A.purushottama Rao,http://www.dli.ernet.in/bitstream/handle/2015/392108/PATTU-PARISRAMA.pdf?sequence=1&isAllowed=y
Paust' 1,Vi Yan Sharma,http://www.dli.ernet.in/bitstream/handle/2015/492152/paust-1.pdf?sequence=1&isAllowed=y
Paulastya Hrxdayamu,Pin'gal'i Laqs-miikaan'tamu,http://www.dli.ernet.in/bitstream/handle/2015/370823/Paulastya-Hrxdayamu.pdf?sequence=1&isAllowed=y
Pattu Purugula Pempakam,Unknown,http://www.dli.ernet.in/bitstream/handle/2015/448369/Pattu-Purugula.pdf?sequence=1&isAllowed=y
Pattu Purugula Pempakam,Unknown,http://www.dli.ernet.in/bitstream/handle/2015/287879/Pattu-Purugula.pdf?sequence=1&isAllowed=y
Pattu Parisrama Part1 And Part2,Acharya A.purushottama Rao,http://www.dli.ernet.in/bitstream/handle/2015/385804/Pattu-Parisrama.pdf?sequence=1&isAllowed=y
Pavitrasanni Veishamulu,Mrxdula Muun'dad'aa,http://www.dli.ernet.in/bitstream/handle/2015/370975/Pavitrasanni-Veishamulu.pdf?sequence=1&isAllowed=y
Pativrata Caritramu,T_chandhrasekharan,http://www.dli.ernet.in/bitstream/handle/2015/328879/Pativrata-Caritramu.pdf?sequence=1&isAllowed=y
Pauragran'thaalayamula Chat't'amu,Paatuuri Naagabhuushhand-an',http://www.dli.ernet.in/bitstream/handle/2015/491530/pauragranthaalayamula-chattamu.pdf?sequence=1&isAllowed=y
Pedarashi Peddamma Kathalu  (vol- 2),Laxmikantha Mohan,http://www.dli.ernet.in/bitstream/handle/2015/388991/Pedarashi-Peddamma.pdf?sequence=1&isAllowed=y
Pedarashi Peddamma Kathalu  (vol- 2),Laxmikantha Mohan,http://www.dli.ernet.in/bitstream/handle/2015/393337/Pedarashi-Peddamma.pdf?sequence=1&isAllowed=y
Pedarashi Peddamma Kathalu  (vol- 2),Laxmikantha Mohan,http://www.dli.ernet.in/bitstream/handle/2015/385837/Pedarashi-Peddamma.pdf?sequence=1&isAllowed=y
Pdabondha Parijathamu Prathama Somputamu,N Venkatehvara Rao,http://www.dli.ernet.in/bitstream/handle/2015/328882/Pdabondha-Parijathamu.pdf?sequence=1&isAllowed=y
Pechha Pati,N.venkataeshwara Rao,http://www.dli.ernet.in/bitstream/handle/2015/388990/Pechha-Pati.pdf?sequence=1&isAllowed=y
Pechha Pati,N.venkataeshwara Rao,http://www.dli.ernet.in/bitstream/handle/2015/393336/Pechha-Pati.pdf?sequence=1&isAllowed=y
Pavuralu,Boya Jangaiah,http://www.dli.ernet.in/bitstream/handle/2015/385815/Pavuralu.pdf?sequence=1&isAllowed=y
Pechha Pati,N.venkataeshwara Rao,http://www.dli.ernet.in/bitstream/handle/2015/390380/Pechha-Pati.pdf?sequence=1&isAllowed=y
Pechha Pati,N.venkataeshwara Rao,http://www.dli.ernet.in/bitstream/handle/2015/385826/Pechha-Pati.pdf?sequence=1&isAllowed=y
Payda Pella,P Srirama Murthi,http://www.dli.ernet.in/bitstream/handle/2015/328883/Payda-Pella.pdf?sequence=1&isAllowed=y
Peddabobbiliraajukatha,Es T'i Raajayya,http://www.dli.ernet.in/bitstream/handle/2015/497516/peddabobbiliraajukatha.pdf?sequence=1&isAllowed=y
Peddalakathalu,Shrii Sattenapalli Ven'kat'aachalan',http://www.dli.ernet.in/bitstream/handle/2015/331450/Peddalakathalu.pdf?sequence=1&isAllowed=y
Peddakapu,T_sitaramamurty_chowdari,http://www.dli.ernet.in/bitstream/handle/2015/328885/Peddakapu.pdf?sequence=1&isAllowed=y
Pavitrulu,Dhanikonda_hanumantha_rao,http://www.dli.ernet.in/bitstream/handle/2015/328880/Pavitrulu.pdf?sequence=1&isAllowed=y
Peddabaalashikshha,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/372858/Peddabaalashikshha.pdf?sequence=1&isAllowed=y
Peddaapuramu Mut't'ad'i,Pat't'aabhiraamayya Budhdavaravu,http://www.dli.ernet.in/bitstream/handle/2015/371553/Peddaapuramu-Muttadi.pdf?sequence=1&isAllowed=y
Peddaapuramu Mut't'ad'e 1,Pat't'aabhiraamayya Buddhavarapu,http://www.dli.ernet.in/bitstream/handle/2015/371646/Peddaapuramu-Muttade.pdf?sequence=1&isAllowed=y
Peddabaalashikshha 1,Ran'gasvaami Modalaari,http://www.dli.ernet.in/bitstream/handle/2015/372995/Peddabaalashikshha-1.pdf?sequence=1&isAllowed=y
Pedda Poora Samasthanam Charithramu,Sri . Vasavya Raya Jagapathi Varma Garu,http://www.dli.ernet.in/bitstream/handle/2015/328886/Pedda-Poora.pdf?sequence=1&isAllowed=y
Pedda Bobbliraju Katha,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/328884/Pedda-Bobbliraju.pdf?sequence=1&isAllowed=y
Pedda Bobbili Raaju Katha,Ven'kayya Viira,http://www.dli.ernet.in/bitstream/handle/2015/371947/Pedda-Bobbili.pdf?sequence=1&isAllowed=y
Peeusha Lahari,Sri Vavilala Somayajulu,http://www.dli.ernet.in/bitstream/handle/2015/395219/Peeusha-Lahari.pdf?sequence=1&isAllowed=y
Peddanaaraayand-ashatakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/497517/peddanaaraayand-ashatakamu.pdf?sequence=1&isAllowed=y
Peddibhot'la Subbaraamayya Kathalu,Peddibhot'la Subbaraamayya,http://www.dli.ernet.in/bitstream/handle/2015/492585/peddibhotla-subbaraamayya.pdf?sequence=1&isAllowed=y
Pedhamuthevi Ksethramahathyamu,Muthevi Sri Rangacharyulu,http://www.dli.ernet.in/bitstream/handle/2015/395218/Pedhamuthevi-Ksethramahathyamu.pdf?sequence=1&isAllowed=y
Peddibhot'la Subbaraamayya Kathalu,Peddibhot'la Subbaraamayya,http://www.dli.ernet.in/bitstream/handle/2015/385742/peddibhotla-subbaraamayya.pdf?sequence=1&isAllowed=y
Pedhamuthevi Ksethramahathyamu,Muthevi Sri Rangacharyulu,http://www.dli.ernet.in/bitstream/handle/2015/392109/PEDHAMUTHEVI-KSETHRAMAHATHYAMU.pdf?sequence=1&isAllowed=y
Pedha Paduchu,Seetamraju Venkateswararao,http://www.dli.ernet.in/bitstream/handle/2015/373583/Pedha-Paduchu.pdf?sequence=1&isAllowed=y
Peddapuramu Muttadi,B.pattabi Ramayya,http://www.dli.ernet.in/bitstream/handle/2015/395215/Peddapuramu-Muttadi.pdf?sequence=1&isAllowed=y
Peddapurasamstanacheritram,Vatsavaya Raayajagapathivarma,http://www.dli.ernet.in/bitstream/handle/2015/395217/Peddapurasamstanacheritram.pdf?sequence=1&isAllowed=y
Peddi Gadda,K.kutumba_rao,http://www.dli.ernet.in/bitstream/handle/2015/328887/Peddi-Gadda.pdf?sequence=1&isAllowed=y
Pel'li Paat'alu,E Anasuuyaadeivi,http://www.dli.ernet.in/bitstream/handle/2015/492153/pelli-paatalu.pdf?sequence=1&isAllowed=y
Peida Pad'uchu,Ven'kat'eishvararaavu Siitan'raaju,http://www.dli.ernet.in/bitstream/handle/2015/371936/Peida-Paduchu.pdf?sequence=1&isAllowed=y
Peinubhuutamu,Gan'd'imeid'ashriiraamasharmagaaru,http://www.dli.ernet.in/bitstream/handle/2015/331676/Peinubhuutamu.pdf?sequence=1&isAllowed=y
Pel'l'i Daani Put't'u Puurvoottaraalu,Taapii Dharmaaraavu,http://www.dli.ernet.in/bitstream/handle/2015/497518/pelli-daani.pdf?sequence=1&isAllowed=y
Pel'layyaaka Chuud'u,Shivaraama Krxshhnd-a,http://www.dli.ernet.in/bitstream/handle/2015/372079/Pellayyaaka-Chuudu.pdf?sequence=1&isAllowed=y
Peika Mukkalu,Un Known,http://www.dli.ernet.in/bitstream/handle/2015/492586/peika-mukkalu.pdf?sequence=1&isAllowed=y
Peidaraitu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330918/Peidaraitu.pdf?sequence=1&isAllowed=y
Pel'li Paat'alu,E Anasuuyaadeivi,http://www.dli.ernet.in/bitstream/handle/2015/386269/pelli-paatalu.pdf?sequence=1&isAllowed=y
Pel'lii,Ven'kat'eishvararaavu Siitan'raaju,http://www.dli.ernet.in/bitstream/handle/2015/371817/Pellii.pdf?sequence=1&isAllowed=y
Peika Mukkalu,Peddibhot'la Subbaraamayya,http://www.dli.ernet.in/bitstream/handle/2015/385743/peikamukkalu.pdf?sequence=1&isAllowed=y
Pellala Samme Akanka Natika,Vangavolu_venkateswara_shastri,http://www.dli.ernet.in/bitstream/handle/2015/328888/Pellala-Samme.pdf?sequence=1&isAllowed=y
Pell,,http://www.dli.ernet.in/bitstream/handle/2015/330584/Pell.pdf?sequence=1&isAllowed=y
Pellillu,D_veera_ramaswamy,http://www.dli.ernet.in/bitstream/handle/2015/328891/Pellillu.pdf?sequence=1&isAllowed=y
Pen'd'li,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/330920/Pendli.pdf?sequence=1&isAllowed=y
Pelli Training,Bhamidipati Kameswararao,http://www.dli.ernet.in/bitstream/handle/2015/373606/Pelli-Training.pdf?sequence=1&isAllowed=y
Pelli Tirakasu,Ram Sha,http://www.dli.ernet.in/bitstream/handle/2015/395221/Pelli-Tirakasu.pdf?sequence=1&isAllowed=y
Pelli Peddalu Sangika Natikam,Sri_sitamraju_venkateswararao,http://www.dli.ernet.in/bitstream/handle/2015/328893/Pelli-Peddalu.pdf?sequence=1&isAllowed=y
